Name,Category,Address/Details,City,Rating
Dr.Amjad Hussain,Cardiologist,Doctor 3MFQ+38G,Hafizabad,5.0
Dr ZARTAJ ZAKRIA (ZAKRIA MEMORIAL CLINIC),Hepatobiliary Surgeon,Medical clinic Gujranwala Rd,Hafizabad,5.0
Dr Sultan Sikandar Rana Clinic,General Physician,"Doctor 3PC3+X5M, Gujranwala-Hafizabad Rd, City, Hafizabad, Punjab",Hafizabad,4.4
Dr M usman (med plus clinic),med plus clinic,"Health consultant 3PF7+P56, Gujranwala Rd",Hafizabad,4.8
Dr ZARTAJ ZAKRIA (ZAKRIA MEMORIAL CLINIC),Hepatobiliary Surgeon,Medical clinic Gujranwala Rd,Hafizabad,5.0
Dr Khalid Farooqi Memorial Hospital,Gynecology and Pediatrics,Hospital 3MFP+FXF,Hafizabad,4.6
Dr ZARTAJ ZAKRIA (ZAKRIA MEMORIAL CLINIC),Hepatobiliary Surgeon,Medical clinic Gujranwala Rd,Hafizabad,5.0
Dr.Amjad Hussain,unspecified,Doctor 3MFQ+38G,Hafizabad,5.0
Dr Tanvir Abbas Eye Specialist,Ophthalmologist,"Hospital Sarghodha road, , railway phatak, near baironi",Hafizabad,5.0
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Muhammad Mohsin Neurosurgeon at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Muhammad Medical Complex,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Maira Shafqat,Dermatologist,Skin care clinic 394,Jhang,4.6
Dr Yaseen Clinic,Dermatologist,Medical clinic 78P8+4X6,Jhang,5.0
Dr Fahad Maqbool Shah,Dermatologist,Doctor p-647/54 Jhang - Toba Tek Singh Road,Jhang,5.0
Dr Muhammad yaseen Sipra Children specialist/pediatrician,Pediatrician,"Child health care centre Doctors Dr.Nasira manzoor Balochhospital, Church Rd",Jhang,5.0
Dr Khalid Ch Clinic,Pediatrician,Hospital Masjid,Jhang,4.5
Dr Zain Clinic,Pediatrician,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr Mumtaz Ahmad Baloch Clinic,Pediatrician,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr.Muhammad Siddique,Pediatrician,"Doctor 78MC+MVR, Gali Dr.Siddique wali madni colony, Sargodha Rd",Jhang,4.64
Dr Muhammad Mohsin Neurosurgeon at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Muhammad Medical Complex,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Mumtaz Ahmad Baloch Clinic,Muhammad Medical Complex,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Mumtaz Ahmad Baloch Clinic,Dermatologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Maira Shafqat,Dermatologist,Skin care clinic 394,Jhang,4.6
Dr Iqbal,Dermatologist,Doctor 78VF+46V,Jhang,2.5
Dr Yaseen Clinic,Dermatologist,Medical clinic 78P8+4X6,Jhang,5.0
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Muhammad yaseen Sipra Children specialist/pediatrician,Pediatrician,"Child health care centre Doctors Dr.Nasira manzoor Balochhospital, Church Rd",Jhang,5.0
Dr Muhammad Mohsin Neurosurgeon at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Muhammad Medical Complex,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Saeed Aftab clinic,Muhammad Medical Complex,Hospital 844 Jhang - Gojra Rd,Jhang,3.0
Dr Zain Clinic,Muhammad Medical Complex,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr Hanif Eye Clinic,Ophthalmologist,Eye care center 787F+X92,Jhang,4.0
Dr Mumtaz Ahmad Baloch Clinic,Ophthalmologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr afifa abubakar(sycologist),sycologist,"Psychologist Goajra road, near District health quarter server medical complex hospital",Jhang,5.0
Dr Saeed Aftab clinic,sycologist,Hospital 844 Jhang - Gojra Rd,Jhang,3.0
Dr Narmeen Nasir (Bilquis MediCare Jhang),Bilquis MediCare Jhang,"Medical Center Bilquis Medicare Chaudhary Colony, Gojra Rd",Jhang,4.4
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Bisma Shahid,Dental Surgeon,Dental clinic near Nadra office,Jhang,4.9
Dr najeeb Aslam clinic ڈاکٹر نجیب اسلم,Dental Surgeon,"Medical clinic 78F8+23G, Kotwali Rd",Jhang,5.0
Dr Wajeeha Asad (Obstetrician and gynaecologist in Jhang),Obstetrician and gynaecologist in Jhang,"Maternity hospital 531 / A Satellite Town jhang, branch 1, near Faran Model School Jhang",Jhang,5.0
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Aiza yasin clinic(child specialist),child specialist,Medical clinic Jhang - Gojra Rd,Jhang,4.64
Dr Yaseen Clinic,child specialist,Medical clinic 78P8+4X6,Jhang,5.0
"Dr.Luqman Ali ,Dermatologist/ Cosmetologist & Aesthetic Surgeon",Surgeon,"Dermatologist Hospital, Muhammad Medical Complex, Dr. Sarwar, Gojra Rd",Jhang,4.9
Dr Maira Shafqat,Dermatologist,Skin care clinic 394,Jhang,4.6
Dr Rashid Akram,Dermatologist,Medical clinic House no 41,Jhang,2.0
Dr Zain Clinic,Dermatologist,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr Hanif Eye Clinic,Ophthalmologist,Eye care center 787F+X92,Jhang,4.0
Dr Arif Dental Clinic,Dental Surgeon,"Doctor 788H+MFM MAIS Clinic, opposite underpass",Jhang,5.0
Dr Iftikhar Hussain Sajoka-Child Specialist,Pediatrician,"Child health care centre Iqra Medical Complex, Sargodha Rd",Jhang,5.0
Dr Muhammad Mohsin Neurosurgeon at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Muhammad Medical Complex,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Mumtaz Ahmad Baloch Clinic,Surgeon,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Narmeen Nasir (Bilquis MediCare Jhang),Bilquis MediCare Jhang,"Medical Center Bilquis Medicare Chaudhary Colony, Gojra Rd",Jhang,4.4
Dr Saeed Aftab clinic,Bilquis MediCare Jhang,Hospital 844 Jhang - Gojra Rd,Jhang,3.0
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr najeeb Aslam clinic ڈاکٹر نجیب اسلم,Pediatrician,"Medical clinic 78F8+23G, Kotwali Rd",Jhang,5.0
"Dr.Luqman Ali ,Dermatologist/ Cosmetologist & Aesthetic Surgeon",Surgeon,"Dermatologist Hospital, Muhammad Medical Complex, Dr. Sarwar, Gojra Rd",Jhang,4.9
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Aiza yasin clinic(child specialist),child specialist,Medical clinic Jhang - Gojra Rd,Jhang,4.64
Dr Yaseen Clinic,child specialist,Medical clinic 78P8+4X6,Jhang,5.0
Dr Iftikhar Hussain Sajoka-Child Specialist,Pediatrician,"Child health care centre Iqra Medical Complex, Sargodha Rd",Jhang,5.0
Dr Zain Clinic,Pediatrician,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr Muhammad Mohsin Neurosurgeon at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Muhammad Medical Complex,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Maira Shafqat,Dermatologist,Skin care clinic 394,Jhang,4.6
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Rashid Akram,Dermatologist,Medical clinic House no 41,Jhang,2.0
Dr Muhammad yaseen Sipra Children specialist/pediatrician,Pediatrician,"Child health care centre Doctors Dr.Nasira manzoor Balochhospital, Church Rd",Jhang,5.0
Dr Hanif Eye Clinic,Ophthalmologist,Eye care center 787F+X92,Jhang,4.0
Dr Iqbal,Ophthalmologist,Doctor 78VF+46V,Jhang,2.5
Dr Henry A. Marsh,Surgeon,Neurosurgeon Jhang - Toba Tek Singh Road,Jhang,5.0
Dr Javed Iqbal eye Specialist,Ophthalmologist,Eye care center 786X+C9Q Ismail Welfare Hospital,Jhang,4.64
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Muhammad Mohsin Neurosurgeon at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Muhammad Medical Complex,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Mumtaz Ahmad Baloch Clinic,Muhammad Medical Complex,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Fahad Maqbool Shah,Muhammad Medical Complex,Doctor p-647/54 Jhang - Toba Tek Singh Road,Jhang,5.0
Dr Iqbal,Muhammad Medical Complex,Doctor 78VF+46V,Jhang,2.5
Dr Yaseen Clinic,Muhammad Medical Complex,Medical clinic 78P8+4X6,Jhang,5.0
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Saeed Aftab clinic,Dermatologist,Hospital 844 Jhang - Gojra Rd,Jhang,3.0
Dr Zain Clinic,Dermatologist,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr.Muhammad Siddique,Dermatologist,"Doctor 78MC+MVR, Gali Dr.Siddique wali madni colony, Sargodha Rd",Jhang,4.64
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
"Dr.Luqman Ali ,Dermatologist/ Cosmetologist & Aesthetic Surgeon",Surgeon,"Dermatologist Hospital, Muhammad Medical Complex, Dr. Sarwar, Gojra Rd",Jhang,4.9
Dr Muhammad Mohsin Neurosurgeon at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Muhammad Medical Complex,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Henry A. Marsh,Surgeon,Neurosurgeon Jhang - Toba Tek Singh Road,Jhang,5.0
Dr Wajeeha Asad (Obstetrician and gynaecologist in Jhang),Obstetrician and gynaecologist in Jhang,"Maternity hospital 531 / A Satellite Town jhang, branch 1, near Faran Model School Jhang",Jhang,5.0
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Maira Shafqat,Dermatologist,Skin care clinic 394,Jhang,4.6
Dr Fahad Maqbool Shah,Dermatologist,Doctor p-647/54 Jhang - Toba Tek Singh Road,Jhang,5.0
Dr Mumtaz Ahmad Baloch Clinic,Dermatologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr Iqbal,Pediatrician,Doctor 78VF+46V,Jhang,2.5
Dr Yaseen Clinic,Pediatrician,Medical clinic 78P8+4X6,Jhang,5.0
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr Muhammad yaseen Sipra Children specialist/pediatrician,Pediatrician,"Child health care centre Doctors Dr.Nasira manzoor Balochhospital, Church Rd",Jhang,5.0
Dr Iftikhar Hussain Sajoka-Child Specialist,Pediatrician,"Child health care centre Iqra Medical Complex, Sargodha Rd",Jhang,5.0
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Aiza yasin clinic(child specialist),child specialist,Medical clinic Jhang - Gojra Rd,Jhang,4.64
Dr Mahboob clinic,child specialist,"Hospital 788F+HWC, MCB Bank street, katchery road",Jhang,5.0
Dr Wajeeha Asad (Obstetrician and gynaecologist in Jhang),Obstetrician and gynaecologist in Jhang,"Maternity hospital 531 / A Satellite Town jhang, branch 1, near Faran Model School Jhang",Jhang,5.0
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Rashid Akram,Surgeon,Medical clinic House no 41,Jhang,2.0
Dr Wajeeha Asad (Obstetrician and gynaecologist in Jhang),Obstetrician and gynaecologist in Jhang,"Maternity hospital 531 / A Satellite Town jhang, branch 1, near Faran Model School Jhang",Jhang,5.0
Dr Saima Ahmed,Gynecologist,"Gynecologist 789X+H2Q, Canal Rd",Jhang,3.0
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Dermatologist 202 Gojra Rd,Jhang,4.8
"Dr.Luqman Ali ,Dermatologist/ Cosmetologist & Aesthetic Surgeon",Surgeon,"Dermatologist Hospital, Muhammad Medical Complex, Dr. Sarwar, Gojra Rd",Jhang,4.9
Dr Maira Shafqat,Dermatologist,Skin care clinic 394,Jhang,4.6
Dr Iqbal,Dermatologist,Doctor 78VF+46V,Jhang,2.5
Dr Mumtaz Ahmad Baloch Clinic,Dermatologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
"Dr Touseef Ijaz FCPS (Ear , Nose, Throat )","Ear , Nose, Throat ","Hospital Dr Sarwar Street, Gojra Rd",Jhang,5.0
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Zain Clinic,Pediatrician,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
"Dr Danish Hassnain, ENT Specialist, Clinic/ Essential ENT Associates Faisalabad",ENT Specialist,"Otolaryngologist Hajrah Kareem Hospital, 186-B Main Blvd",Jhang,4.9
Dr Hanif Eye Clinic,Ophthalmologist,Eye care center 787F+X92,Jhang,4.0
Dr Javed Ahmad |Faisalabad,ENT Specialist ,Otolaryngologist Al Faisal hospital,Jhang,5.0
Dr Muhammad Mohsin  at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Neurosurgeon,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Henry A. Marsh,Neurosurgeon,Neurosurgeon Jhang - Toba Tek Singh Road,Jhang,5.0
Dr Yaseen Clinic,Neurosurgeon,Medical clinic 78P8+4X6,Jhang,5.0
Dr Fahad Maqbool Shah,Neurosurgeon,Doctor p-647/54 Jhang - Toba Tek Singh Road,Jhang,5.0
Dr Iqbal,Neurosurgeon,Doctor 78VF+46V,Jhang,2.5
Dr Mumtaz Ahmad Baloch Clinic,Neurosurgeon,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Maira Shafqat,Dermatologist,Skin care clinic 394,Jhang,4.6
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Saima Ahmed,Gynecologist,"Gynecologist 789X+H2Q, Canal Rd",Jhang,3.0
Dr Zain Clinic,Gynecologist,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr Manzoor Hussain Hospital,Gynecologist,Hospital 788F+3G,Jhang,5.0
Dr Ghulam Yasin Bhatti,orthopedic surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Iqbal,orthopedic surgeon,Doctor 78VF+46V,Jhang,2.5
Dr Mumtaz Ahmad Baloch Clinic,orthopedic surgeon,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Umair Shafqat Gastroenterologist and Hepatologist,Gastroenterologist,"Gastroenterologist Adeel medical complex, Jhang - Toba Tek Singh Road, opposite committee Bagh",Jhang,5.0
"Dr Muhammad Irfan Rashed (MBBS, FCPS (Gastro),MRCP (Glasgow, UK), MACG (USA), Member-EASL (Europe)","Glasgow, UK, Europe, USA, MBBS, FCPS (Gastro",Doctor Akal chock,Jhang,5.0
"Dr.Mian Abubakr Gastroenterologist & Liver Specialist MBBS, MD, MRCP(انگلینڈ)، MACG(امریکہ)،MCPS",Gastroenterologist,Hospital ASHRAF MEDICAL COMPLEX,Jhang,4.7
Dr Mumtaz Ahmad Baloch Clinic,Gastroenterologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Mumtaz Ahmad Baloch Clinic,Dermatologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Iqbal,Dermatologist,Doctor 78VF+46V,Jhang,2.5
Dr Mumtaz Ahmad Baloch Clinic,Dermatologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Faisal Hanif Clinic,orthopedic surgeon,Child health care centre 785W+JJ5,Jhang,4.2
Dr Zain Clinic,orthopedic surgeon,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr Umair Shafqat Gastroenterologist and Hepatologist,Gastroenterologist,"Gastroenterologist Adeel medical complex, Jhang - Toba Tek Singh Road, opposite committee Bagh",Jhang,5.0
Dr Mumtaz Ahmad Baloch Clinic,Gastroenterologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Iqbal,Gastroenterologist,Doctor 78VF+46V,Jhang,2.5
Dr Ghulam Yasin Bhatti,orthopedic surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Khalid Parvez Babar,Rheumatologist,"Rheumatologist The CANAL Hospital 3-W Block, East Canal Road",Jhang,4.9
Dr Naseem Arshad,Rheumatologist,Rheumatologist 571-B Satayana Rd,Jhang,5.0
"Dr Ata ur Rehman, Consultant Rheumatologist",Rheumatologist,"Doctor Plot 563, B Ground",Jhang,4.6
Dr Ghulam Yasin Bhatti orthopedic surgeon,orthopedic surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Muhammad Mohsin at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex), Neurosurgeon,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Taimoor Sajjad,Physiotherapist,"Medical Center 789C+J8V Munawar Hussain hospital, Church Rd",Jhang,4.64
Dr Iqbal,Physiotherapist,Doctor 78VF+46V,Jhang,2.5
Dr Manzoor Hussain Hospital,Physiotherapist,Hospital 788F+3G,Jhang,5.0
Dr Ghulam Yasin Bhatti,orthopedic surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Mumtaz Ahmad Baloch Clinic,orthopedic surgeon,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Zain Clinic,orthopedic surgeon,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr obaid ur Rehman consultant urologist & kidney expert,Urologist,"Hospital dr naseer clinic, Commtie bagh chok opsite city hospital, old Jhang - Toba Tek Singh Road",Jhang,5.0
Dr Hanif Eye Clinic,Ophthalmologist,Eye care center 787F+X92,Jhang,4.0
Dr Javed Iqbal eye Specialist,Ophthalmologist,Eye care center 786X+C9Q Ismail Welfare Hospital,Jhang,4.64
Dr Narmeen Nasir (Bilquis MediCare Jhang),Bilquis MediCare Jhang,"Medical Center Bilquis Medicare Chaudhary Colony, Gojra Rd",Jhang,4.4
Dr Ghulam Yasin Bhatti orthopedic surgeon,orthopedic surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Hassaan Asghar Eye clinic( Eye specialist) Toba Tek Singh, Eye specialist,"Eye care center Hassaan Hospital ,clinic, Dr khalida, bhaliar Road, near Model Bazaar",Jhang,5.0
Dr Majid Eye Specialist(Sahiwal Eye Care), Eye Care,"Ophthalmologist 168E , Scheme 2, near Water filteration plant",Jhang,4.8
"Dr Muhammad Arslan Babar, Eye Specialist",Ophthalmologist,"Doctor Chugtai Medical Center, 571-B Satayana Rd",Jhang,5.0
Dr Yaseen Clinic,Ophthalmologist,Medical clinic 78P8+4X6,Jhang,5.0
Dr Muhammad Mohsin at Dr Muhammad Sarwar Hospital (Muhammad Medical Complex),Neurosurgeon ,"Neurosurgeon Dr Muhammad Sarwar Hospital, near DHQ jhang, Muhammad Medical Complex",Jhang,4.7
Dr Ghulam Yasin Bhatti orthopedic surgeon,orthopedic surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr afifa abubakar(sycologist),sycologist,"Psychologist Goajra road, near District health quarter server medical complex hospital",Jhang,5.0
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Mumtaz Ahmad Baloch Clinic,Pediatrician,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Iqbal,Pediatrician,Doctor 78VF+46V,Jhang,2.5
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Mumtaz Ahmad Baloch Clinic,Pediatrician,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Iqbal,Pediatrician,Doctor 78VF+46V,Jhang,2.5
Dr Muhamnad Iqbal Natiq,Pediatrician,Hospital Plot 80,Jhang,4.1
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Mumtaz Ahmad Baloch Clinic,Pediatrician,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Mumtaz Ahmad Baloch Clinic,Dermatologist,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Hafiz M Junaid,Neurosurgeon / Brain and Spine Surgeon / Neurologist / Psychiatrist,"Pain management physician Siddique Medical Complex, Millat chowk, opposite Patan mart, near Nadra office",Jhang,5.0
Dr Ghulam Yasin Bhatti,orthopedic surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
"Dr.Luqman Ali ,Dermatologist/ Cosmetologist & Aesthetic Surgeon",Surgeon,"Dermatologist Hospital, Muhammad Medical Complex, Dr. Sarwar, Gojra Rd",Jhang,4.9
Dr Hina Abbas Sial Skin Hair Aesthetic Clinic,Dermatologist,Skin care clinic 202 Gojra Rd,Jhang,4.8
Dr Ghulam Yasin Bhatti orthopedic surgeon,Surgeon,"Orthopedic clinic poly clinic, Shahabal, Jhang - Gojra Rd",Jhang,4.1
Dr Maira Shafqat,Dermatologist,Skin care clinic 394,Jhang,4.6
"Dr Nasir Baloch, Child specialist/Pediatrician Clinic",Pediatrician,"Medical clinic 787J+W7F, Dr Sarwar St",Jhang,5.0
Dr Mumtaz Ahmad Baloch Clinic,Pediatrician,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Khalid Ch Clinic,Pediatrician,Hospital Masjid,Jhang,4.5
Dr Mumtaz Ahmad Baloch Clinic,Pediatrician,"Medical clinic 78CC+28W, Church Rd",Jhang,3.9
Dr Zain Clinic,Pediatrician,"Hospital 59,, Jhang Bypass",Jhang,4.0
Dr Faisal Hanif Clinic,Pediatrician,Child health care centre 785W+JJ5,Jhang,4.2
Dr Iqbal,Pediatrician,Doctor 78VF+46V,Jhang,2.5
Dr Khurshid Alam | Best ENT Specialist Lahore,ENT Specialist,"Otolaryngologist 152-G, Doctors Hospital, 1 Canal Rd",Lahore,4.2
Dr Mujahid Israr | Best Gastroenterologist in Lahore,Gastroenterologist,"Gastroenterologist Omar Hospital Cardiac Centre, Jail Rd",Lahore,4.9
Dr Hafiz Abdul Momin | Expert Urologist in Lahore,Urologist,"Urologist Clinx Pharmacy, Chugtai Medical Center, Near41-A Shalimar Link Road, opposite Sahlimar Hospital",Lahore,4.8
Dr Fahmina Ashfaq,Cardiac Surgeon,"Doctor Block, Omar hospital and cardiac centre, D2",Lahore,4.9
Dr Samia Khan | Best General Physician in Lahore,General Physician,"General practitioner Chughtai Medical Center, 154 CAA",Lahore,5.0
Dr Mujahid Israr | Best Gastroenterologist in Lahore,Gastroenterologist,"Gastroenterologist National Hospital Medical Center, 132/2 Street 123",Lahore,4.7
Dr Maria Farooq | Gynecologist | Infertility Specialist |Laparoscopic Surgeon|cosmetic & aesthetic gynecologist,Surgeon,"Obstetrician-gynecologist Salam Medical Complex, 320 Main Lahore Kasur Rd, near Kalma Chowk Flyover",Lahore,4.9
Dr.Sarah Javed (🥇Medical Specialist & consultant physician),Medical Specialist,"Doctor Vital Care Hospital, 50A commercial lane",Lahore,5.0
"Dr Muhammad Haseeb Nawaz | Best Gastroenterologist In Lahore | MBBS,MCPS (MEDICINE) ,FCPS (GASTRO) ,MACG, MASGE",Gastroenterologist,"Gastroenterologist Salam Medical Complex, 320 Lahore Kasur Rd",Lahore,4.9
Dr Abdul Rauf | Best Urologist in Lahore,Urologist,"Urologist F, Integrated Medical Care Hospital, Lahore, Phase-5 DHA - Entrance",Lahore,4.9
Dr Usman Naeem's Liver and Endoscopy | Best Gastroenterologist Clinic in Lahore,Gastroenterologist,"Gastroenterologist Aadil Hospital, D.H.A. Main Blvd",Lahore,4.9
"Dr Furqan Saleem | Best Child Specialist |Trusted Pediatrician & Neonatologist in Lahore | MBBS,FCPS",Pediatrician,"Doctor Ammar medical complex, Jail Rd",Lahore,4.9
Dr Mazhar ur Rehman,Surgeon,Surgeon 32-T off MM Alam Rd,Lahore,4.9
